Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,Volume,PE Ratio,Ent. Value,MC Group,Sector,Change 1W,Change 1M,Change 6M,Change 3M,Change YTD,Change 1Y,Change 5Y
LILA,Liberty Latin America Ltd.,1344041870,6.88,,Telecom Services,102884,,8818841870,Small-Cap,Communication Services,4.24%,9.90%,-30.58%,-29.22%,8.18%,-3.51%,-60.73%
LILAK,Liberty Latin America Ltd.,1364728514,6.84,-0.09%,Telecom Services,254878,,8654928514,Small-Cap,Communication Services,4.26%,9.95%,-31.70%,-28.72%,8.04%,-4.99%,-60.91%
ATUS,"Altice USA, Inc.",1335052085,2.91,3.01%,Telecom Services,697968,,26381653085,Small-Cap,Communication Services,6.02%,6.82%,58.43%,23.68%,17.01%,28.18%,-90.24%
CBRL,"Cracker Barrel Old Country Store, Inc.",1342452352,60.03,-0.46%,Restaurants,183587,33.32,2525123352,Small-Cap,Consumer Discretionary,3.53%,10.34%,32.52%,23.42%,11.46%,-22.39%,-62.88%
PZZA,"Papa John's International, Inc.",1233526026,39.69,5.01%,Restaurants,603683,13.12,2176002026,Small-Cap,Consumer Discretionary,2.55%,-2.88%,-8.71%,-30.62%,-7.99%,-49.59%,-41.41%
IHS,IHS Holding Limited,1169089740,3.83,9.12%,Telecom Services,371980,,4910531740,Small-Cap,Communication Services,13.23%,8.67%,22.30%,15.84%,20.20%,-16.03%,
IMAX,IMAX Corporation,1243045947,24.18,2.92%,Entertainment,185596,53.59,1414818947,Small-Cap,Communication Services,3.12%,-4.20%,32.41%,12.99%,-8.24%,66.24%,20.22%
IDT,IDT Corporation,1201088270,48.18,0.51%,Telecom Services,8147,16.29,927096270,Small-Cap,Communication Services,-0.23%,-0.31%,29.54%,4.20%,0.86%,45.02%,529.00%
CNNE,"Cannae Holdings, Inc.",1196446079,19.08,-0.47%,Restaurants,40354,,1357046079,Small-Cap,Consumer Discretionary,-0.68%,-4.75%,-2.36%,-0.37%,-4.13%,-6.48%,-51.30%
FWRG,"First Watch Restaurant Group, Inc.",1147798089,19.37,2.22%,Restaurants,69836,57.42,1875565089,Small-Cap,Consumer Discretionary,2.05%,1.83%,21.47%,9.10%,1.83%,-5.39%,
GOGO,Gogo Inc.,1052770230,8.44,0.30%,Telecom Services,189716,19.56,1535211230,Small-Cap,Communication Services,10.66%,11.54%,-8.88%,23.68%,3.96%,-4.32%,58.68%
PLAY,"Dave & Buster's Entertainment, Inc.",1029182517,28.52,6.68%,Entertainment,656610,13.30,4065882517,Small-Cap,Communication Services,6.62%,-2.45%,-31.14%,-24.56%,-8.43%,-44.97%,-42.47%
BLMN,"Bloomin' Brands, Inc.",1025753079,12.43,2.81%,Restaurants,395270,,3345653079,Small-Cap,Consumer Discretionary,3.07%,1.17%,-38.63%,-26.50%,-0.98%,-52.33%,-44.05%
KRUS,"Kura Sushi USA, Inc.",867028935,80.71,3.01%,Restaurants,37241,,912212935,Small-Cap,Consumer Discretionary,-4.16%,-16.31%,49.15%,-12.60%,-13.50%,-14.30%,234.54%
TV,"Grupo Televisa, S.A.B.",876935688,1.86,2.49%,Telecom Services,687821,0.05,3970335479,Small-Cap,Communication Services,4.02%,2.26%,-24.90%,-23.31%,7.74%,-35.59%,-84.92%
PTLO,Portillo's Inc.,738624872,12.01,1.87%,Restaurants,307482,28.07,1295773872,Small-Cap,Consumer Discretionary,1.07%,36.89%,20.60%,-4.09%,26.12%,-11.26%,
BJRI,"BJ's Restaurants, Inc.",803939378,35.78,1.85%,Restaurants,57840,28.28,1286569378,Small-Cap,Consumer Discretionary,2.48%,1.09%,-3.12%,-1.54%,-0.01%,3.42%,-9.65%
HUYA,HUYA Inc.,787059380,3.49,-0.14%,Entertainment,309670,,-109277773,Small-Cap,Communication Services,15.18%,15.95%,-13.61%,1.16%,13.68%,2.65%,-82.96%
RBBN,Ribbon Communications Inc.,726089760,4.20,1.33%,Telecom Services,136074,,1067130760,Small-Cap,Communication Services,2.22%,-0.72%,11.89%,21.77%,-0.48%,38.93%,32.27%
JACK,Jack in the Box Inc.,732694755,38.99,0.21%,Restaurants,201213,,3862272755,Small-Cap,Consumer Discretionary,-1.69%,-4.47%,-27.80%,-14.41%,-6.56%,-50.11%,-52.37%
BH,Biglari Holdings Inc.,679608588,221.07,-0.23%,Restaurants,2083,1.26,662163588,Small-Cap,Consumer Discretionary,1.19%,-11.61%,13.75%,32.27%,-12.87%,46.35%,100.15%
BH.A,Biglari Holdings Inc.,681554688,1066.53,-1.16%,Restaurants,86,6.09,655724688,Small-Cap,Consumer Discretionary,1.89%,-16.92%,11.24%,24.31%,-15.37%,42.16%,78.37%
MCS,The Marcus Corporation,617826290,20.35,1.40%,Entertainment,21943,,953108290,Small-Cap,Communication Services,1.31%,-6.52%,74.22%,22.45%,-6.65%,46.50%,-34.33%
