Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,Volume,PE Ratio
STLD,"Steel Dynamics, Inc.",18863916725,123.99,0.90%,Steel,781329,11.17
TRU,TransUnion,18716247000,96.77,0.77%,Financial Data & Stock Exchanges,228501,83.50
INVH,Invitation Homes Inc.,18831477700,30.44,-0.99%,REIT - Residential,720927,43.30
PFG,"Principal Financial Group, Inc.",18677765160,81.75,0.11%,Asset Management,312787,
JBL,Jabil Inc.,18447975630,169.85,0.52%,Electronic Components,309046,16.00
MT,ArcelorMittal S.A.,18629403787,23.94,2.79%,Steel,843907,21.78
BURL,"Burlington Stores, Inc.",18558670350,291.61,0.93%,Apparel Retail,341047,40.17
Z,"Zillow Group, Inc.",18333894819,79.11,0.03%,Internet Content & Information,288763,
BBY,"Best Buy Co., Inc.",17941760320,85.42,1.78%,Specialty Retail,574341,14.37
FSLR,"First Solar, Inc.",18403270200,168.54,-1.95%,Solar,1801883,14.81
ZG,"Zillow Group, Inc.",18313343135,75.90,-0.17%,Internet Content & Information,67657,
AER,AerCap Holdings N.V.,19281383460,95.61,0.76%,Rental & Leasing Services,431182,7.68
AFRM,"Affirm Holdings, Inc.",17698630783,56.24,-0.35%,Software - Infrastructure,1692833,
CYBR,CyberArk Software Ltd.,17677446508,356.02,-0.73%,Software - Infrastructure,121518,1236.66
ALGN,"Align Technology, Inc.",17388200052,233.98,0.79%,Medical Instruments & Supplies,124654,39.74
NTNX,"Nutanix, Inc.",17801136320,64.81,-2.45%,Software - Infrastructure,903175,
ARE,"Alexandria Real Estate Equities, Inc.",17586300060,99.36,-1.26%,REIT - Office,360466,61.36
MANH,"Manhattan Associates, Inc.",17084899046,284.08,0.75%,Software - Application,65961,79.72
PNR,Pentair plc,17298033390,104.56,-0.13%,Specialty Industrial Machinery,134976,26.17
JBHT,"J.B. Hunt Transport Services, Inc.",17635671150,171.45,-1.98%,Integrated Freight & Logistics,565245,31.80
TWLO,Twilio Inc.,17278707600,111.53,-1.00%,Software - Infrastructure,865386,
MAS,Masco Corporation,17012887395,79.09,0.64%,Building Products & Equipment,384872,20.90
FLEX,Flex Ltd.,17240832180,43.97,-1.10%,Electronic Components,906396,19.85
GEN,Gen Digital Inc.,16935814080,27.49,0.02%,Software - Infrastructure,803833,28.04
TPR,"Tapestry, Inc.",17090860240,73.61,0.37%,Luxury Goods,997039,21.20
EQH,"Equitable Holdings, Inc.",16813663420,53.50,0.60%,Insurance - Diversified,890455,
GWRE,"Guidewire Software, Inc.",15324956357,200.38,9.20%,Software - Application,1248438,495.92
COHR,Coherent Corp.,16697525440,108.06,0.09%,Scientific & Technical Instruments,808904,
GFL,GFL Environmental Inc.,16003045800,42.00,0.14%,Waste Management,194648,
ICLR,ICON Public Limited Company,16765337358,198.95,-2.03%,Diagnostics & Research,314860,22.61
NWS,News Corporation,16545233246,31.26,0.45%,Entertainment,163620,50.19
DT,"Dynatrace, Inc.",16225590240,54.89,0.97%,Software - Application,605126,98.84
XPO,"XPO, Inc.",15914481440,140.50,2.76%,Trucking,284434,44.39
RPM,RPM International Inc.,16339707120,127.20,0.09%,Specialty Chemicals,135687,25.12
OC,Owens Corning,16090561151,188.77,0.64%,Building Products & Equipment,176478,15.91
CNH,CNH Industrial N.V.,15849556200,12.86,1.30%,Farm & Heavy Construction Machinery,7695955,9.40
USFD,US Foods Holding Corp.,16145002090,68.67,-0.92%,Food Distribution,207467,29.75
FFIV,"F5, Inc.",15815765393,271.66,-0.15%,Software - Infrastructure,101589,28.26
WES,"Western Midstream Partners, LP",15951419491,41.83,-0.36%,Oil & Gas Midstream,185674,10.70
ENTG,"Entegris, Inc.",15823080420,104.92,-2.12%,Semiconductor Equipment & Materials,746293,69.47
FNF,"Fidelity National Financial, Inc.",15983253990,57.79,-1.06%,Insurance - Specialty,356586,21.24
RL,Ralph Lauren Corporation,15555356419,254.51,1.63%,Apparel Manufacturing,125497,23.83
NWSA,News Corporation,16380672405,27.84,0.05%,Entertainment,447671,45.54
JEF,Jefferies Financial Group Inc.,15796708130,76.01,-1.13%,Capital Markets,259876,32.99
WMG,Warner Music Group Corp.,15658962489,29.98,-0.84%,Entertainment,589116,36.42
CHWY,"Chewy, Inc.",15243782568,37.84,1.71%,Internet Retail,1711466,40.51
UMC,United Microelectronics Corporation,15658665011,5.92,3.41%,Semiconductors,6013254,9.08
ARCC,Ares Capital Corporation,15157589036,23.42,0.19%,Asset Management,1074874,9.03
APTV,Aptiv PLC,14743808280,64.25,2.42%,Auto Parts,1105208,7.00
KIM,Kimco Realty Corporation,14924153340,22.33,0.50%,REIT - Retail,762847,40.23
WLK,Westlake Corporation,15153844322,116.93,-0.69%,Specialty Chemicals,106221,165.83
MRNA,"Moderna, Inc.",14815493000,38.94,1.13%,Biotechnology,3891093,
AVTR,"Avantor, Inc.",15041569400,21.99,-0.50%,Medical Instruments & Supplies,1621465,49.11
OKTA,"Okta, Inc.",14218910550,87.19,-1.62%,Software - Infrastructure,669348,
H,Hyatt Hotels Corporation,14741691952,154.73,-0.08%,Lodging,176133,11.67
SWKS,"Skyworks Solutions, Inc.",14712732000,92.60,0.65%,Semiconductors,537562,24.93
RVTY,"Revvity, Inc.",14942571560,121.25,-1.25%,Diagnostics & Research,340628,59.03
TXT,Textron Inc.,14545995920,79.34,1.19%,Aerospace & Defense,515644,17.20
DOC,"Healthpeak Properties, Inc.",14373553650,20.62,0.32%,REIT - Healthcare Facilities,566649,43.72
BSY,"Bentley Systems, Incorporated",13378566240,46.08,-1.04%,Software - Application,168777,41.42
RKLB,"Rocket Lab USA, Inc.",14807363820,28.95,-2.26%,Aerospace & Defense,9628898,
ACM,AECOM,14669873400,108.95,-1.49%,Engineering & Construction,142907,37.49
PAA,"Plains All American Pipeline, L.P.",14407622775,20.48,-0.54%,Oil & Gas Midstream,1009004,18.11
EWBC,"East West Bancorp, Inc.",14244129750,103.57,0.79%,Banks - Regional,429039,12.97
CLS,Celestica Inc.,14343573930,122.41,-0.70%,Electronic Components,1394465,39.13
CRDO,Credo Technology Group Holding Ltd,14298940485,84.27,-1.44%,Semiconductors,1394912,
INSM,Insmed Incorporated,14049252590,78.25,-0.25%,Biotechnology,528607,
PFGC,Performance Food Group Company,13882225500,88.66,-0.49%,Food Distribution,188448,32.88
POOL,Pool Corporation,13697316115,362.69,0.77%,Industrial Distribution,60031,30.90
EPAM,"EPAM Systems, Inc.",13353351988,242.90,3.18%,Information Technology Services,136726,30.57
SWK,"Stanley Black & Decker, Inc.",13304353200,89.09,3.23%,Tools & Accessories,781284,
TOL,"Toll Brothers, Inc.",13604854560,136.51,0.23%,Residential Construction,268361,9.07
FTI,TechnipFMC plc,13566484350,31.67,-0.66%,Oil & Gas Equipment & Services,766713,21.15
XPEV,XPeng Inc.,14065190912,14.12,-2.82%,Auto Manufacturers,3023954,
SAIA,"Saia, Inc.",13257657350,499.65,0.80%,Trucking,51083,35.87
THC,Tenet Healthcare Corporation,12782938740,137.66,2.41%,Medical Care Facilities,429767,4.31
KGC,Kinross Gold Corporation,12742886500,10.40,-2.25%,Gold,9509111,17.34
WIX,Wix.com Ltd.,13076763000,233.21,-0.76%,Software - Infrastructure,111987,146.88
LAMR,Lamar Advertising Company,13022159896,125.78,-0.25%,REIT - Specialty,134457,25.18
REG,Regency Centers Corporation,12910450650,70.63,-0.70%,REIT - Retail,141988,33.39
GMED,"Globus Medical, Inc.",12609096240,93.09,-0.25%,Medical Devices,195905,142.48
AR,Antero Resources Corporation,12798175320,40.65,-0.23%,Oil & Gas Exploration & Production,1266614,293.25
BXP,"BXP, Inc.",11499413030,71.54,-1.64%,REIT - Office,316343,31.48
PR,Permian Resources Corporation,12738706299,15.63,-0.06%,Oil & Gas Exploration & Production,1592260,9.09
RIVN,"Rivian Automotive, Inc.",12853008887,12.30,-3.11%,Auto Manufacturers,18792527,
UHS,"Universal Health Services, Inc.",10981410341,189.45,1.29%,Medical Care Facilities,231550,12.45
ITT,ITT Inc.,12501285000,152.63,-0.50%,Specialty Industrial Machinery,47512,26.22
MTZ,"MasTec, Inc.",12609457900,159.59,0.28%,Engineering & Construction,226097,142.09
KMX,"CarMax, Inc.",12037926000,80.70,3.10%,Auto & Truck Dealerships,508471,26.53
NVT,nVent Electric plc,12427126400,75.11,-0.38%,Electrical Equipment & Parts,365985,22.11
PRMB,Primo Brands Corporation,12384458636,32.61,-0.12%,Beverages - Non-Alcoholic,170281,20.41
MNDY,monday.com Ltd.,12651670500,246.42,-2.89%,Software - Application,238820,604.17
HST,"Host Hotels & Resorts, Inc.",12068735685,17.30,0.06%,REIT - Hotel & Motel,1481225,16.75
ALLY,Ally Financial Inc.,12081949750,39.59,-0.16%,Credit Services,1482854,15.92
GGAL,Grupo Financiero Galicia S.A.,11574627267,70.02,-1.19%,Banks - Regional,438011,25.06
SNX,TD SYNNEX Corporation,12039952000,143.03,1.08%,Electronics & Computer Distribution,147468,18.35
TXRH,"Texas Roadhouse, Inc.",12011206564,179.48,-0.31%,Restaurants,177217,30.93
TECH,Bio-Techne Corporation,12506389320,75.25,-4.40%,Biotechnology,663137,82.85
AUR,"Aurora Innovation, Inc.",11977421818,6.94,-0.50%,Information Technology Services,5883429,
OVV,Ovintiv Inc.,12013952600,45.55,0.66%,Oil & Gas Exploration & Production,796979,6.06
SF,Stifel Financial Corp.,11754218520,115.04,0.02%,Capital Markets,140806,20.79
ROKU,"Roku, Inc.",11514298543,80.25,0.81%,Entertainment,636176,
NCLH,Norwegian Cruise Line Holdings Ltd.,11489570040,26.35,0.34%,Travel Services,1853827,23.46
MGA,Magna International Inc.,11565515500,40.33,0.74%,Auto Parts,344295,10.76
ALLE,Allegion plc,11490314874,132.09,-0.07%,Security & Protection Services,206947,20.30
PAYC,"Paycom Software, Inc.",11600319291,205.21,-1.13%,Software - Application,145862,25.01
AAL,American Airlines Group Inc.,12262064460,17.33,-7.13%,Airlines,58310487,53.31
MMYT,MakeMyTrip Limited,11339577191,103.63,0.47%,Travel Services,339276,54.01
CNM,"Core & Main, Inc.",10816048430,56.91,-0.62%,Industrial Distribution,309356,26.57
SKX,"Skechers U.S.A., Inc.",11227812851,74.86,1.91%,Footwear & Accessories,564232,18.35
WWD,"Woodward, Inc.",11264496075,189.70,0.04%,Aerospace & Defense,66111,31.55
LECO,"Lincoln Electric Holdings, Inc.",11207292396,199.18,0.28%,Tools & Accessories,66068,23.70
LBRDK,Liberty Broadband Corporation,11060973880,78.19,1.11%,Telecom Services,233793,14.24
SQM,Sociedad Química y Minera de Chile S.A.,11142333656,38.93,1.17%,Specialty Chemicals,377661,12.18
DAY,Dayforce Inc.,11023230000,69.73,-0.24%,Software - Application,174209,211.82
MTSI,"MACOM Technology Solutions Holdings, Inc.",10955264745,146.85,-0.35%,Semiconductors,98389,141.70
FND,"Floor & Decor Holdings, Inc.",10801378630,101.36,0.63%,Home Improvement Retail,234485,55.96
NLY,"Annaly Capital Management, Inc.",10846603800,19.38,0.13%,REIT - Mortgage,1286281,
RRX,Regal Rexnord Corporation,10738886415,163.38,0.76%,Specialty Industrial Machinery,70735,51.15
EMN,Eastman Chemical Company,10684860340,92.82,0.69%,Specialty Chemicals,263954,12.36
ONTO,Onto Innovation Inc.,11088346850,217.72,-3.02%,Semiconductor Equipment & Materials,233298,60.68
BROS,Dutch Bros Inc.,9283892071,60.50,0.48%,Restaurants,450991,207.62
ESTC,Elastic N.V.,10748711040,103.16,1.96%,Software - Application,692178,188.90
APG,APi Group Corporation,10752126687,38.40,0.47%,Engineering & Construction,139331,
CRS,Carpenter Technology Corporation,10332847770,212.46,2.49%,Metal Fabrication,182306,46.17
IPG,"The Interpublic Group of Companies, Inc.",10508648150,28.31,0.35%,Advertising Agencies,603137,13.31
ALB,Albemarle Corporation,10607985000,89.50,-0.84%,Specialty Chemicals,815322,
ALSN,"Allison Transmission Holdings, Inc.",10404264508,121.16,0.87%,Auto Parts,80185,14.70
DOCS,"Doximity, Inc.",10313316673,56.00,-0.06%,Health Information Services,205269,63.45
BEN,"Franklin Resources, Inc.",10380103210,19.90,0.13%,Asset Management,728986,23.28
AYI,"Acuity Brands, Inc.",10358981780,339.53,0.80%,Electrical Equipment & Parts,47137,24.80
TPX,"Tempur Sealy International, Inc.",10532054450,59.94,-1.18%,"Furnishings, Fixtures & Appliances",463709,27.57
AOS,A. O. Smith Corporation,10350714253,71.70,1.03%,Specialty Industrial Machinery,570314,18.68
FOUR,"Shift4 Payments, Inc.",7919821100,115.12,-0.47%,Software - Infrastructure,218878,63.03
AEG,Aegon Ltd.,10201999117,6.50,0.77%,Insurance - Diversified,2491461,6.18
WBS,Webster Financial Corporation,10166327100,59.33,0.03%,Banks - Regional,154467,13.42
WAL,Western Alliance Bancorporation,10169274910,93.12,0.79%,Banks - Regional,277826,14.26
ARMK,Aramark,10065553962,38.20,0.53%,Specialty Business Services,294040,38.38
FTAI,FTAI Aviation Ltd.,9433574500,98.33,6.89%,Rental & Leasing Services,3844660,
LKQ,LKQ Corporation,10025357361,38.73,-0.76%,Auto Parts,637961,14.32
AIT,"Applied Industrial Technologies, Inc.",10062217980,260.47,-0.48%,Industrial Distribution,53278,26.68
EXAS,Exact Sciences Corporation,10140314040,53.46,-2.44%,Diagnostics & Research,1145038,
MGM,MGM Resorts International,9768849400,33.21,1.20%,Resorts & Casinos,1506321,11.76
VFC,V.F. Corporation,9705722670,25.36,0.94%,Apparel Manufacturing,1433141,
WMS,"Advanced Drainage Systems, Inc.",9687372828,126.84,1.52%,Building Products & Equipment,112562,19.89
RRC,Range Resources Corporation,9893710000,40.55,-1.09%,Oil & Gas Exploration & Production,525940,20.40
UWMC,UWM Holdings Corporation,9992070162,6.07,-1.39%,Mortgage Finance,642549,
FLR,Fluor Corporation,9306458160,56.19,3.56%,Engineering & Construction,725866,417.38
WCC,"WESCO International, Inc.",9648679739,196.64,-1.29%,Industrial Distribution,130601,15.75
AA,Alcoa Corporation,10019006900,37.07,-4.41%,Aluminum,6270724,
VFS,VinFast Auto Ltd.,9635426696,4.08,-1.09%,Auto Manufacturers,209938,
PNFP,"Pinnacle Financial Partners, Inc.",9426992004,124.06,1.66%,Banks - Regional,149646,23.38
BILL,"BILL Holdings, Inc.",9510339330,91.38,-0.56%,Software - Application,559173,1312.71
GAP,"The Gap, Inc.",9216861680,25.05,1.64%,Apparel Retail,890551,11.41
ALTR,Altair Engineering Inc.,9445790012,110.39,-0.01%,Software - Application,399745,269.20
U,Unity Software Inc.,9426456000,23.19,0.56%,Software - Application,3923943,
GLBE,Global-E Online Ltd.,9496835040,55.84,-1.81%,Internet Retail,264984,
MLI,"Mueller Industries, Inc.",9264853100,81.89,0.52%,Metal Fabrication,162891,15.85
WYNN,"Wynn Resorts, Limited",9351845400,85.50,0.39%,Resorts & Casinos,543130,10.35
PEGA,Pegasystems Inc.,9099764487,107.99,1.39%,Software - Application,183295,76.47
GNRC,Generac Holdings Inc.,9443411456,155.22,-2.21%,Specialty Industrial Machinery,376204,33.07
SUM,"Summit Materials, Inc.",9175732660,52.20,0.02%,Building Materials,515552,63.65
VNOM,"Viper Energy, Inc.",9363906973,48.57,-2.27%,Oil & Gas Midstream,248734,21.33
MASI,Masimo Corporation,9271090296,170.48,-1.55%,Medical Devices,84175,119.42
GTLS,"Chart Industries, Inc.",9168853287,216.95,1.30%,Specialty Industrial Machinery,113901,61.02
FBIN,"Fortune Brands Innovations, Inc.",9030609070,73.21,0.07%,Building Products & Equipment,314764,20.43
MOS,The Mosaic Company,9049706050,28.45,2.34%,Agricultural Inputs,1215330,25.15
KD,"Kyndryl Holdings, Inc.",9039984985,38.85,-0.18%,Information Technology Services,545591,
PLNT,"Planet Fitness, Inc.",8961866676,105.83,-0.60%,Leisure,269769,57.24
FYBR,"Frontier Communications Parent, Inc.",8902286250,35.78,0.10%,Telecom Services,245256,
HESM,Hess Midstream LP,8883442950,40.86,0.27%,Oil & Gas Midstream,211919,17.34
FRT,Federal Realty Investment Trust,8876199527,103.96,-0.49%,REIT - Retail,121102,30.37
HLNE,Hamilton Lane Incorporated,8877227503,158.82,-0.82%,Asset Management,81696,34.74
GLOB,Globant S.A.,8966953670,205.54,-0.75%,Information Technology Services,140858,54.07
WTFC,Wintrust Financial Corporation,8862745338,133.07,-0.16%,Banks - Regional,169223,13.96
BRKR,Bruker Corporation,9114071760,58.36,-2.93%,Medical Devices,619999,29.04
IONQ,"IonQ, Inc.",9097119680,40.87,-2.80%,Computer Hardware,11163163,
GKOS,Glaukos Corporation,8828600488,160.04,-0.05%,Medical Devices,92712,
NYT,The New York Times Company,8648222000,53.28,0.53%,Publishing,302101,31.36
ALK,"Alaska Air Group, Inc.",8856952650,70.91,5.21%,Airlines,3219462,27.07
APA,APA Corporation,8641961920,23.50,0.58%,Oil & Gas Exploration & Production,2841123,3.31
NIO,NIO Inc.,8654866627,4.13,-3.62%,Auto Manufacturers,14237241,
ZION,"Zions Bancorporation, National Association",8580531990,58.37,0.48%,Banks - Regional,318286,13.23
VNO,Vornado Realty Trust,7906214030,41.52,0.12%,REIT - Office,471149,
AGNC,AGNC Investment Corp.,8599564400,9.72,0.05%,REIT - Mortgage,6619065,6.47
DCI,"Donaldson Company, Inc.",8524556500,71.64,0.36%,Specialty Industrial Machinery,110684,20.75
CRL,"Charles River Laboratories International, Inc.",8602131564,166.13,-1.24%,Diagnostics & Research,177466,21.00
MKTX,MarketAxess Holdings Inc.,8473121290,225.08,-0.36%,Capital Markets,118478,30.46
AGI,Alamos Gold Inc.,8478586640,19.94,-1.19%,Gold,589943,33.63
QRVO,"Qorvo, Inc.",8304170595,89.48,2.74%,Semiconductors,1005800,
FLS,Flowserve Corporation,8446163040,63.98,-0.49%,Specialty Industrial Machinery,167230,31.67
WING,Wingstop Inc.,8284024034,287.56,1.40%,Restaurants,118525,82.68
ATI,ATI Inc.,8196266780,58.85,2.42%,Metal Fabrication,289013,19.88
X,United States Steel Corporation,8211986370,37.12,1.78%,Steel,948347,23.08
EGP,"EastGroup Properties, Inc.",8340703488,168.33,0.34%,REIT - Industrial,98352,34.54
ENPH,"Enphase Energy, Inc.",8240175930,61.54,0.90%,Solar,2515723,135.53
CMA,Comerica Incorporated,8244612660,63.21,0.82%,Banks - Regional,645262,15.67
TFX,Teleflex Incorporated,8228430329,178.18,-1.43%,Medical Instruments & Supplies,149474,35.34
LSCC,Lattice Semiconductor Corporation,8396915060,59.95,-1.50%,Semiconductors,522356,59.67
MHK,"Mohawk Industries, Inc.",8237960863,130.63,0.01%,"Furnishings, Fixtures & Appliances",108286,14.73
G,Genpact Limited,8140823760,46.25,0.96%,Information Technology Services,127629,12.71
ROIV,Roivant Sciences Ltd.,8083884750,11.19,0.27%,Biotechnology,755670,1.98
BBWI,"Bath & Body Works, Inc.",8143483200,37.58,0.25%,Specialty Retail,784215,9.23
WH,"Wyndham Hotels & Resorts, Inc.",8233219512,104.59,-1.18%,Lodging,319939,33.39
MTCH,"Match Group, Inc.",8180544780,32.39,-0.58%,Internet Content & Information,506728,14.61
LPX,Louisiana-Pacific Corporation,8158869312,115.70,-0.40%,Building Products & Equipment,95558,20.03
CX,"CEMEX, S.A.B. de C.V.",8435262966,5.74,2.85%,Building Materials,1988590,136.10
RH,RH,8237505868,431.73,-2.50%,Specialty Retail,143534,123.35
CE,Celanese Corporation,7986334720,73.20,0.19%,Chemicals,295705,7.34
TREX,"Trex Company, Inc.",7902941440,74.54,2.81%,Building Products & Equipment,293472,33.61
AXTA,Axalta Coating Systems Ltd.,7968022020,36.62,0.22%,Specialty Chemicals,211053,24.52
EXLS,"ExlService Holdings, Inc.",8007097140,49.60,-0.35%,Information Technology Services,182019,43.66
MKSI,"MKS Instruments, Inc.",8256902041,118.56,-3.37%,Scientific & Technical Instruments,251993,266.72
PAAS,Pan American Silver Corp.,7928029200,21.73,-0.50%,Gold,1131423,
BMA,Banco Macro S.A.,7886610163,107.02,-1.60%,Banks - Regional,93946,9.43
AM,Antero Midstream Corporation,7946659240,16.43,-0.27%,Oil & Gas Midstream,489558,20.39
BERY,"Berry Global Group, Inc.",7869438280,68.26,0.34%,Packaging & Containers,243187,15.53
SNV,Synovus Financial Corp.,7782481580,55.85,1.31%,Banks - Regional,586012,24.95
AGCO,AGCO Corporation,7792409480,105.52,2.14%,Farm & Heavy Construction Machinery,132617,46.11
MIDD,The Middleby Corporation,7731158704,146.22,1.74%,Specialty Industrial Machinery,133403,19.82
IVZ,Invesco Ltd.,7824750400,17.47,0.26%,Asset Management,394630,
GIL,Gildan Activewear Inc.,7852358700,50.99,0.24%,Apparel Manufacturing,92158,20.06
BRX,Brixmor Property Group Inc.,7849107055,25.95,0.14%,REIT - Retail,530573,24.07
MTDR,Matador Resources Company,7865689920,62.64,-0.64%,Oil & Gas Exploration & Production,502120,8.35
ICL,ICL Group Ltd,7818771378,6.04,-0.27%,Agricultural Inputs,293212,19.55
ALV,"Autoliv, Inc.",7835006633,100.34,0.85%,Auto Parts,148936,13.01
CAE,CAE Inc.,7711543565,24.37,0.74%,Aerospace & Defense,180271,
STEP,StepStone Group Inc.,7338235605,64.12,0.66%,Asset Management,246235,102.74
LNW,"Light & Wonder, Inc.",8019240399,88.22,-2.85%,Gambling,235671,28.29
FRPT,"Freshpet, Inc.",7701334056,156.63,-1.29%,Packaged Foods,110618,176.30
ERJ,Embraer S.A.,7581412560,41.62,0.82%,Aerospace & Defense,498815,46.91
SUN,Sunoco LP,7514504906,55.65,0.92%,Oil & Gas Refining & Marketing,134416,12.67
MOD,Modine Manufacturing Company,7491142308,143.98,0.91%,Auto Parts,134213,46.78
OTEX,Open Text Corporation,7550992000,28.52,0.42%,Software - Application,94749,16.42
RVMD,"Revolution Medicines, Inc.",7461762000,40.35,-1.39%,Biotechnology,271591,
SIRI,Sirius XM Holdings Inc.,7496364200,21.85,-1.15%,Entertainment,1544226,
AZEK,The AZEK Company Inc.,7251013560,51.42,1.80%,Building Products & Equipment,192883,48.57
NNN,"NNN REIT, Inc.",7426029600,39.32,-0.72%,REIT - Retail,228274,18.33
WHR,Whirlpool Corporation,7343505246,133.56,1.12%,"Furnishings, Fixtures & Appliances",173386,13.09
AN,"AutoNation, Inc.",7234242114,184.67,1.21%,Auto & Truck Dealerships,131083,10.49
DJT,Trump Media & Technology Group Corp.,7290830765,33.60,-0.03%,Internet Content & Information,5791077,
WEX,WEX Inc.,7243345431,182.09,-0.40%,Software - Infrastructure,65530,23.10
CZR,"Caesars Entertainment, Inc.",7173324800,34.09,0.96%,Resorts & Casinos,848016,
FR,"First Industrial Realty Trust, Inc.",6931117078,53.21,1.60%,REIT - Industrial,499173,22.48
BECN,"Beacon Roofing Supply, Inc.",7212427520,116.68,0.12%,Industrial Distribution,251776,19.82
WSC,WillScot Holdings Corporation,7238896800,39.00,-0.46%,Rental & Leasing Services,700849,326.50
UFPI,"UFP Industries, Inc.",7151547919,118.66,0.76%,Lumber & Wood Production,42128,16.20
PARA,Paramount Global,7631077220,10.79,2.62%,Entertainment,3318316,
ENLC,"EnLink Midstream, LLC",6783420393,14.66,-2.01%,Oil & Gas Midstream,1167844,70.74
RHI,Robert Half Inc.,7343211120,70.14,-1.39%,Staffing & Employment Services,320986,25.86
HALO,"Halozyme Therapeutics, Inc.",7033108560,55.55,0.49%,Biotechnology,275497,18.30
SMR,NuScale Power Corporation,3056970210,27.68,8.23%,Specialty Industrial Machinery,12391048,
R,"Ryder System, Inc.",6983803628,166.64,0.91%,Rental & Leasing Services,68273,15.46
LEVI,Levi Strauss & Co.,6990339061,17.67,0.28%,Apparel Manufacturing,446081,47.62
HCP,"HashiCorp, Inc.",7008456152,34.29,0.02%,Software - Infrastructure,300874,
JXN,Jackson Financial Inc.,7027209749,95.42,0.29%,Insurance - Life,161271,
BWA,BorgWarner Inc.,6954660000,31.83,0.13%,Auto Parts,492492,8.10
OLED,Universal Display Corporation,7030931796,146.00,-1.44%,Electronic Components,142444,29.75
CGNX,Cognex Corporation,6925775700,40.31,-0.18%,Scientific & Technical Instruments,284709,79.18
BBIO,"BridgeBio Pharma, Inc.",6773401600,36.51,1.86%,Biotechnology,272143,
OMF,"OneMain Holdings, Inc.",6814999200,57.67,1.00%,Credit Services,298178,12.49
TMHC,Taylor Morrison Home Corporation,6841965360,66.46,0.51%,Residential Construction,168050,8.75
JHG,Janus Henderson Group plc,6835195050,43.43,1.02%,Asset Management,107987,17.06
EAT,"Brinker International, Inc.",6780172341,153.69,0.71%,Restaurants,235068,37.31
BFAM,Bright Horizons Family Solutions Inc.,6772524480,117.10,0.60%,Personal Services,264801,58.20
DINO,HF Sinclair Corporation,6668106880,36.12,1.92%,Oil & Gas Refining & Marketing,496061,21.10
RMBS,Rambus Inc.,6874087500,63.25,-1.94%,Semiconductors,276109,40.06
VOYA,"Voya Financial, Inc.",6695838456,69.93,0.49%,Financial Conglomerates,112637,11.06
BYD,Boyd Gaming Corporation,6685751524,76.04,0.53%,Resorts & Casinos,145761,14.38
SITE,"SiteOne Landscape Supply, Inc.",6584718542,147.41,0.11%,Industrial Distribution,50858,47.03
JBTM,JBT Marel Corporation,4004525376,129.27,2.17%,Specialty Industrial Machinery,71836,6.82
ADT,ADT Inc.,6195995630,7.39,1.65%,Security & Protection Services,2544098,7.57
ELF,"e.l.f. Beauty, Inc.",6573264390,117.09,0.34%,Household & Personal Products,525693,63.42
COOP,Mr. Cooper Group Inc.,6598638981,102.84,0.19%,Mortgage Finance,90651,13.21
HMY,Harmony Gold Mining Company Limited,6632830469,10.43,-0.21%,Gold,4304338,14.32
XP,XP Inc.,6576348299,12.23,1.20%,Capital Markets,3168249,8.46
SMTC,Semtech Corporation,6549165506,75.86,-0.18%,Semiconductors,308256,
HIMS,"Hims & Hers Health, Inc.",6244201720,29.92,0.67%,Household & Personal Products,3728836,67.55
UGI,UGI Corporation,6490592610,30.43,0.66%,Utilities - Regulated Gas,266847,24.18
JOBY,"Joby Aviation, Inc.",6537659870,8.49,-3.14%,Airports & Air Services,4310062,
AMKR,"Amkor Technology, Inc.",6543120430,26.24,-1.09%,Semiconductor Equipment & Materials,245634,17.93
MARA,"MARA Holdings, Inc.",6682431580,20.00,1.57%,Capital Markets,32165699,20.30
STWD,"Starwood Property Trust, Inc.",6409411600,19.03,0.08%,REIT - Mortgage,540659,16.25
COTY,Coty Inc.,6428546220,7.37,-0.27%,Household & Personal Products,979220,41.06
CADE,Cadence Bank,6359108400,34.63,-3.56%,Banks - Regional,507944,21.01
ESI,Element Solutions Inc,6319243485,26.22,0.31%,Specialty Chemicals,185266,23.55
KEX,Kirby Corporation,6343274000,109.70,-0.73%,Marine Shipping,91784,21.21
FAF,First American Financial Corporation,6304874840,61.11,-1.02%,Insurance - Specialty,81146,69.52
SLM,SLM Corporation,6174556400,29.63,1.89%,Credit Services,996239,10.13
FSK,FS KKR Capital Corp.,6256674440,22.45,0.49%,Asset Management,361957,11.88
STAG,"STAG Industrial, Inc.",6202496480,34.23,0.56%,REIT - Industrial,442857,34.38
MTG,MGIC Investment Corporation,6209976150,24.82,0.87%,Insurance - Specialty,396249,8.66
OSK,Oshkosh Corporation,6248191950,96.54,0.53%,Farm & Heavy Construction Machinery,79067,9.32
ARW,"Arrow Electronics, Inc.",6266672064,118.85,-0.26%,Electronics & Computer Distribution,64997,13.27
MTN,"Vail Resorts, Inc.",6365276768,166.82,-1.88%,Resorts & Casinos,144717,27.87
ANF,Abercrombie & Fitch Co.,6476418039,123.78,-3.73%,Apparel Retail,1066663,12.72
RHP,"Ryman Hospitality Properties, Inc.",6195581116,104.39,0.56%,REIT - Hotel & Motel,78998,17.70
ALTM,Arcadium Lithium plc,6163360473,5.74,0.09%,Specialty Chemicals,4490724,31.83
